session_key,track,driver,driver_number,lap,s1,s2,s3,lap_time,is_pit_out_lap,is_pit_in_lap,is_clean_lap,dnf,team
10014,Sakhir,K ANTONELLI,12,16,31.021,43.495,24.553,99.069,False,,True,0,Mercedes
10014,Sakhir,K ANTONELLI,12,17,31.113,43.534,24.295,98.942,False,,True,0,Mercedes
10014,Sakhir,K ANTONELLI,12,18,30.899,43.19,24.276,98.365,False,,True,0,Mercedes
10014,Sakhir,K ANTONELLI,12,19,30.842,43.084,24.405,98.331,False,,True,0,Mercedes
10014,Sakhir,K ANTONELLI,12,20,31.457,43.291,24.147,98.895,False,,True,0,Mercedes
10014,Sakhir,K ANTONELLI,12,21,31.27,43.138,24.272,98.68,False,,True,0,Mercedes
10014,Sakhir,K ANTONELLI,12,22,31.429,43.279,24.189,98.897,False,,True,0,Mercedes
10014,Sakhir,K ANTONELLI,12,23,31.404,43.227,24.113,98.744,False,,True,0,Mercedes
10014,Sakhir,K ANTONELLI,12,24,31.518,43.019,24.105,98.642,False,,True,0,Mercedes
10014,Sakhir,K ANTONELLI,12,25,32.135,43.298,24.296,99.729,False,,True,0,Mercedes
10014,Sakhir,K ANTONELLI,12,26,31.573,43.316,24.304,99.193,False,,True,0,Mercedes
10014,Sakhir,K ANTONELLI,12,27,31.55,43.312,26.906,101.768,False,,True,0,Mercedes
10014,Sakhir,K ANTONELLI,12,28,52.551,42.781,23.605,118.937,True,,False,0,Mercedes
10014,Sakhir,K ANTONELLI,12,29,30.931,42.104,23.655,96.69,False,,True,0,Mercedes
10014,Sakhir,K ANTONELLI,12,30,30.933,42.012,23.745,96.69,False,,True,0,Mercedes
10014,Sakhir,K ANTONELLI,12,31,30.999,42.581,23.951,97.531,False,,True,0,Mercedes
10014,Sakhir,K ANTONELLI,12,32,30.679,59.659,34.614,124.952,False,,True,0,Mercedes
10014,Sakhir,K ANTONELLI,12,33,60.089,59.236,31.869,151.194,True,,False,0,Mercedes
10014,Sakhir,K ANTONELLI,12,34,35.615,46.366,29.025,111.006,False,,True,0,Mercedes
